,x,y,z
529,-28.59375,12.7856,96.95035
530,-28.59375,12.7856,96.91985
531,-28.59375,12.7856,96.9168
532,-28.59375,12.7856,96.8863
533,-28.59375,12.7856,96.9595
534,-28.59375,12.7856,96.92595
535,-28.59375,12.7856,96.9839
536,-28.59375,12.7856,96.92595
537,-28.59375,12.7856,96.88019999999999
538,-28.59375,12.7856,96.93815
539,-28.59375,12.7856,96.9534
540,-28.59375,12.7856,96.90154999999999
541,-28.59375,12.7856,96.88325
542,-28.59375,12.7856,96.9046
543,-28.59375,12.7856,96.98085
544,-28.59375,12.7856,96.9107
545,-28.59375,12.7856,96.8924
546,-28.59375,12.7856,96.88935000000001
547,-28.59375,12.7856,96.97779999999999
548,-28.59375,12.7856,96.89545
549,-28.59375,12.7856,96.9168
550,-28.59375,12.7856,96.90765
551,-28.59375,12.7856,96.929
552,-28.59375,12.7856,96.95035
553,-28.59375,12.7856,96.96865
554,-28.59375,12.7856,96.98085
555,-28.59375,12.7856,96.9473
556,-28.59375,12.7856,96.92595
557,-28.59375,12.7856,96.98085
558,-28.59375,12.7856,96.99
559,-28.59375,12.7856,96.97475
560,-28.59375,12.7856,96.9717
561,-28.59375,12.7856,96.99
562,-28.59375,12.7856,96.9534
563,-28.59375,12.7856,96.95644999999999
564,-28.59375,12.7856,96.96560000000001
565,-28.59375,12.7856,96.93205
566,-28.59375,12.7856,96.95644999999999
567,-28.59375,12.7856,96.94425000000001
568,-28.59375,12.7856,96.9473
569,-28.59375,12.7856,96.92290000000001
570,-28.59375,12.7856,96.92290000000001
571,-28.59375,12.7856,96.92595
572,-28.59375,12.7856,96.90765
573,-28.59375,12.7856,96.93205
574,-28.59375,12.7856,96.93509999999999
575,-28.59375,12.7856,96.94425000000001
576,-28.59375,12.7856,96.93509999999999
577,-28.59375,12.7856,96.90765
578,-28.59375,12.7856,96.88019999999999
579,-28.59375,12.7856,96.9046
580,-28.59375,12.7856,96.89545
581,-28.59375,12.7856,96.92290000000001
582,-28.59375,12.7856,96.92290000000001
583,-28.59375,12.7856,96.95035
584,-28.59375,12.7856,96.93509999999999
585,-28.59375,12.7856,96.93815
586,-28.59375,12.7856,96.91375
587,-28.59375,12.7856,96.9595
588,-28.59375,12.7856,96.96865
589,-28.59375,12.7856,96.97475
590,-28.59375,12.7856,96.88019999999999
591,-28.59375,12.7856,96.79175000000001
592,-28.59375,12.7856,96.93509999999999
593,-28.59375,12.7856,96.8985
594,-28.59375,12.7856,96.90154999999999
595,-28.59375,12.7856,96.9046
596,-28.59375,12.7856,96.87715
597,-28.59375,12.7856,96.8985
598,-28.59375,12.7856,96.88019999999999
599,-28.59375,12.7856,96.88935000000001
600,-28.59375,12.7856,96.87105
601,-28.59375,12.7856,96.85884999999999
602,-28.59375,12.7856,96.83749999999999
603,-28.59375,12.7856,96.85275
604,-28.59375,12.7856,96.8436
605,-28.59375,12.7856,96.83749999999999
606,-28.59375,12.7856,96.8131
607,-28.59375,12.7856,96.81005
608,-28.59375,12.7856,96.80395
609,-28.59375,12.7856,96.79785
610,-28.59375,12.7856,96.82225
611,-28.59375,12.7856,96.84055
612,-28.59375,12.7856,96.7887
613,-28.59375,12.7856,96.8192
614,-28.59375,12.7856,96.82225
615,-28.59375,12.7856,96.8497
616,-28.59375,12.7856,96.82225
617,-28.59375,12.7856,96.8497
618,-28.59375,12.7856,96.83445
619,-28.59375,12.7856,96.86189999999999
620,-28.59375,12.7856,96.96865
621,-28.59375,12.7856,96.9046
622,-28.59375,12.7856,96.9168
623,-28.59375,12.7856,96.92290000000001
624,-28.59375,12.7856,96.9534
625,-28.59375,12.7856,96.96865
626,-28.59375,12.7856,97.02964999999999
627,-28.59375,12.7856,97.03880000000001
628,-28.59375,12.7856,96.92290000000001
629,-28.59375,12.7856,96.88935000000001
630,-28.59375,12.7856,96.95035
631,-28.59375,12.7856,96.91375
632,-28.59375,12.7856,96.9107
633,-28.59375,12.7856,96.8741
634,-28.59375,12.7856,96.90154999999999
635,-28.59375,12.7856,96.93509999999999
636,-28.59375,12.7856,96.8985
637,-28.59375,12.7856,96.88019999999999
638,-28.59375,12.7856,96.88325
639,-28.59375,12.7856,96.93509999999999
640,-28.59375,12.7856,96.8863
641,-28.59375,12.7856,96.94120000000001
642,-28.59375,12.7856,96.91985
643,-28.59375,12.7856,96.9473
644,-28.59375,12.7856,96.8985
645,-28.59375,12.7856,96.92290000000001
646,-28.59375,12.7856,96.85884999999999
647,-28.59375,12.7856,96.8924
648,-28.59375,12.7856,96.96560000000001
649,-28.59375,12.7856,96.96865
650,-28.59375,12.7856,96.8924
651,-28.59375,12.7856,96.89545
652,-28.59375,12.7856,96.9107
653,-28.59375,12.7856,96.9107
654,-28.59375,12.7856,96.9046
655,-28.59375,12.7856,96.94425000000001
656,-28.59375,12.7856,96.93815
657,-28.59375,12.7856,96.94120000000001
658,-28.59375,12.7856,96.96560000000001
659,-28.59375,12.7856,96.98695000000001
660,-28.59375,12.7856,96.9595
661,-28.59375,12.7856,97.05404999999999
662,-28.59375,12.7856,96.9168
663,-28.59375,12.7856,96.90765
664,-28.59375,12.7856,96.98085
665,-28.59375,12.7856,96.98695000000001
666,-28.59375,12.7856,96.9473
667,-28.59375,12.7856,96.92595
668,-28.59375,12.7856,96.93509999999999
669,-28.59375,12.7856,96.88019999999999
670,-28.59375,12.7856,96.8863
671,-28.59375,12.7856,96.92595
672,-28.59375,12.7856,96.91985
673,-28.59375,12.7856,96.95035
674,-28.59375,12.7856,96.90765
675,-28.59375,12.7856,96.91985
676,-28.59375,12.7856,96.92290000000001
677,-28.59375,12.7856,96.92595
678,-28.59375,12.7856,96.9168
679,-28.59375,12.7856,96.8985
680,-28.59375,12.7856,96.90765
681,-28.59375,12.7856,96.92290000000001
682,-28.59375,12.7856,96.88935000000001
683,-28.59375,12.7856,96.929
